단지명,단지코드,세대수,동수,준공년월,최소전용,최대전용,용적률,매매_최저가,매매_최고가,전세_최저가,전세_최고가,월세_최저가,월세_최고가,매매_거래건수,전세_거래건수,월세_거래건수,총_거래건수,전세가율,갭,평당매매가,면적요약,매매_최저가_억원,매매_최고가_억원,전세_최저가_억원,전세_최고가_억원,월세_최저가_억원,월세_최고가_억원,갭_억원,평당매매가_억원,단지요약,구,동,수집시간,단지명_정제,기본주소,상세주소,원본주소,위도,경도,변환방법,사용된주소
신한,3541,43,2,199709,110.73,174.97,0,119000,155000,0,0,0,0,15,0,0,15,0.0,0,3553,33~53평,"11억 9,000만","15억 5,000만",,,,,,"3,553만",총 43세대 | 2개동 | 33~53평 | 1997년 준공,송파구,가락동,2025-09-12 02:21,신한,서울 송파구 가락동,서울 송파구 가락동 신한,서울 송파구 가락동 신한,37.49973717309449,127.11156476382904,원본 키워드 검색,서울 송파구 가락동 신한
프라임,8833,19,1,200203,77.14,94.74,299,72000,79000,0,0,0,0,6,0,0,6,0.0,0,3086,23~29평,"7억 2,000만","7억 9,000만",,,,,,"3,086만",총 19세대 | 1개동 | 23~29평 | 2002년 준공,송파구,가락동,2025-09-12 02:21,프라임,서울 송파구 가락동,서울 송파구 가락동 프라임,서울 송파구 가락동 프라임,37.494238633315,127.117753416165,원본 키워드 검색,서울 송파구 가락동 프라임
미륭,596,435,4,198611,80.82,80.82,0,0,0,35000,36000,0,0,0,2,0,2,0.0,0,0,24평,,,"3억 5,000만","3억 6,000만",,,,,총 435세대 | 4개동 | 24평 | 1986년 준공,송파구,가락동,2025-09-12 02:21,미륭,서울 송파구 가락동,서울 송파구 가락동 미륭,서울 송파구 가락동 미륭,37.49382461802379,127.12855984480123,원본 키워드 검색,서울 송파구 가락동 미륭
프라자,600,672,11,198507,156.13,180.72,179,195000,235000,0,0,0,0,6,0,0,6,0.0,0,4129,47~55평,"19억 5,000만","23억 5,000만",,,,,,"4,129만",총 672세대 | 11개동 | 47~55평 | 1985년 준공,송파구,가락동,2025-09-12 02:21,프라자,서울 송파구 가락동,서울 송파구 가락동 프라자,서울 송파구 가락동 프라자,37.492949051807116,127.13404380205927,원본 키워드 검색,서울 송파구 가락동 프라자
다원펠리스(도시형),147627,29,3,201611,39.32,101.25,199,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12~31평,,,,,,,,,총 29세대 | 3개동 | 12~31평 | 2016년 준공,송파구,가락동,2025-09-12 02:21,다원펠리스,서울 송파구 가락동,서울 송파구 가락동 다원펠리스,서울 송파구 가락동 다원펠리스(도시형),37.48893100819715,127.12543177763496,정제된 키워드 검색,서울 송파구 가락동 다원펠리스
보광(도시형),109889,8,1,201503,15.86,66.4,199,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5~20평,,,,,,,,,총 8세대 | 1개동 | 5~20평 | 2015년 준공,송파구,가락동,2025-09-12 02:21,보광,서울 송파구 가락동,서울 송파구 가락동 보광,서울 송파구 가락동 보광(도시형),37.4933895894636,127.116232293469,정제된 키워드 검색,서울 송파구 가락동 보광
가락그랑밸리,128942,12,1,200106,36.31,113.8,292,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11~34평,,,,,,,,,총 12세대 | 1개동 | 11~34평 | 2001년 준공,송파구,가락동,2025-09-12 02:21,가락그랑밸리,서울 송파구 가락동,서울 송파구 가락동 가락그랑밸리,서울 송파구 가락동 가락그랑밸리,37.4965421665627,127.105729381413,기본 주소,서울 송파구 가락동
노블레스트,102981,16,2,200309,78.21,81.77,230,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24~25평,,,,,,,,,총 16세대 | 2개동 | 24~25평 | 2003년 준공,송파구,가락동,2025-09-12 02:21,노블레스트,서울 송파구 가락동,서울 송파구 가락동 노블레스트,서울 송파구 가락동 노블레스트,37.49473609655759,127.12467366137183,원본 키워드 검색,서울 송파구 가락동 노블레스트
현진타워(주상복합),114731,15,1,201505,37.24,40.85,345,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11~12평,,,,,,,,,총 15세대 | 1개동 | 11~12평 | 2015년 준공,송파구,가락동,2025-09-12 02:21,현진,서울 송파구 가락동,서울 송파구 가락동 현진,서울 송파구 가락동 현진타워(주상복합),37.49762580707139,127.13436767082376,원본 키워드 검색,서울 송파구 가락동 현진타워(주상복합)
베아트리스(도시형),144337,20,1,201803,25.78,35.81,193,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8~11평,,,,,,,,,총 20세대 | 1개동 | 8~11평 | 2018년 준공,송파구,가락동,2025-09-12 02:21,베아트리스,서울 송파구 가락동,서울 송파구 가락동 베아트리스,서울 송파구 가락동 베아트리스(도시형),37.49670260815732,127.12070653084231,정제된 키워드 검색,서울 송파구 가락동 베아트리스
골드팰리스,102062,19,1,200712,96.74,97.78,219,87000,90000,0,0,0,0,5,0,0,5,0.0,0,2973,29~30평,"8억 7,000만",9억,,,,,,"2,973만",총 19세대 | 1개동 | 29~30평 | 2007년 준공,송파구,가락동,2025-09-12 02:21,골드,서울 송파구 가락동,서울 송파구 가락동 골드,서울 송파구 가락동 골드팰리스,37.4963764893674,127.130820246585,원본 키워드 검색,서울 송파구 가락동 골드팰리스
대련,8373,13,1,200111,50.41,50.41,389,37000,37000,0,0,0,0,1,0,0,1,0.0,0,2426,15평,"3억 7,000만","3억 7,000만",,,,,,"2,426만",총 13세대 | 1개동 | 15평 | 2001년 준공,송파구,가락동,2025-09-12 02:21,대련,서울 송파구 가락동,서울 송파구 가락동 대련,서울 송파구 가락동 대련,37.49691190985306,127.13304103688053,원본 키워드 검색,서울 송파구 가락동 대련
가락한일유앤아이,26681,14,1,200312,100.16,112.88,240,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30~34평,,,,,,,,,총 14세대 | 1개동 | 30~34평 | 2003년 준공,송파구,가락동,2025-09-12 02:21,가락한일유앤아이,서울 송파구 가락동,서울 송파구 가락동 가락한일유앤아이,서울 송파구 가락동 가락한일유앤아이,37.4958910765882,127.126472475859,원본 키워드 검색,서울 송파구 가락동 가락한일유앤아이
이연파레스,9898,18,1,199906,119.55,119.55,161,120000,120000,0,0,0,0,1,0,0,1,0.0,0,3318,36평,12억,12억,,,,,,"3,318만",총 18세대 | 1개동 | 36평 | 1999년 준공,송파구,가락동,2025-09-12 02:21,이연파레스,서울 송파구 가락동,서울 송파구 가락동 이연파레스,서울 송파구 가락동 이연파레스,37.494865068199594,127.11841932076483,원본 키워드 검색,서울 송파구 가락동 이연파레스
가락쌍용1차,598,2064,14,199703,81.21,110.67,343,150000,210000,60000,60000,0,0,127,1,0,128,40.0,90000,6106,25~33평,15억,21억,6억,6억,,,9억,"6,106만","총 2,064세대 | 14개동 | 25~33평 | 1997년 준공",송파구,가락동,2025-09-12 02:21,가락쌍용1차,서울 송파구 가락동,서울 송파구 가락동 가락쌍용1차,서울 송파구 가락동 가락쌍용1차,37.49556859511541,127.1280720545949,원본 키워드 검색,서울 송파구 가락동 가락쌍용1차
힐스테이트e편한세상문정,166537,1265,14,202408,68.78,102.22,246,145000,185000,70000,100000,90,220,17,7,4,28,48.3,75000,6969,21~31평,"14억 5,000만","18억 5,000만",7억,10억,90만,220만,"7억 5,000만","6,969만","총 1,265세대 | 14개동 | 21~31평 | 2024년 준공",송파구,가락동,2025-09-12 02:21,힐스테이트e편한세상문정,서울 송파구 가락동,서울 송파구 가락동 힐스테이트e편한세상문정,서울 송파구 가락동 힐스테이트e편한세상문정,37.4893367001114,127.133438057542,원본 키워드 검색,서울 송파구 가락동 힐스테이트e편한세상문정
인택스빌,9020,48,2,200211,83.43,109.3,293,83000,110000,0,0,0,0,10,0,0,10,0.0,0,3289,25~33평,"8억 3,000만",11억,,,,,,"3,289만",총 48세대 | 2개동 | 25~33평 | 2002년 준공,송파구,가락동,2025-09-12 02:21,인택스빌,서울 송파구 가락동,서울 송파구 가락동 인택스빌,서울 송파구 가락동 인택스빌,37.510819609053335,127.12583485972361,원본 키워드 검색,서울 송파구 가락동 인택스빌
가락쌍용스윗닷홈3차(101~104동),13643,206,4,200502,79.58,148.17,299,128000,165000,95000,95000,0,0,28,5,0,33,74.2,33000,5317,24~45평,"12억 8,000만","16억 5,000만","9억 5,000만","9억 5,000만",,,"3억 3,000만","5,317만",총 206세대 | 4개동 | 24~45평 | 2005년 준공,송파구,가락동,2025-09-12 02:21,가락쌍용스윗닷홈3차,서울 송파구 가락동,서울 송파구 가락동 가락쌍용스윗닷홈3차,서울 송파구 가락동 가락쌍용스윗닷홈3차(101~104동),37.49774094166772,127.12296427076191,정제된 키워드 검색,서울 송파구 가락동 가락쌍용스윗닷홈3차
카나피아,16142,10,1,200201,101.16,107.51,230,80000,86000,0,0,0,0,2,0,0,2,0.0,0,2614,31~33평,8억,"8억 6,000만",,,,,,"2,614만",총 10세대 | 1개동 | 31~33평 | 2002년 준공,송파구,가락동,2025-09-12 02:21,카나피아,서울 송파구 가락동,서울 송파구 가락동 카나피아,서울 송파구 가락동 카나피아,37.499128017675055,127.12168073194736,원본 키워드 검색,서울 송파구 가락동 카나피아
래미안파크팰리스,22809,919,14,200711,86.42,142.72,249,193000,250000,115000,115000,165,165,43,4,1,48,59.6,78000,7383,26~43평,"19억 3,000만",25억,"11억 5,000만","11억 5,000만",165만,165만,"7억 8,000만","7,383만",총 919세대 | 14개동 | 26~43평 | 2007년 준공,송파구,가락동,2025-09-12 02:21,래미안,서울 송파구 가락동,서울 송파구 가락동 래미안,서울 송파구 가락동 래미안파크팰리스,37.498191499346724,127.13209450858676,원본 키워드 검색,서울 송파구 가락동 래미안파크팰리스
동궁리치웰,9887,80,2,200212,104.37,161.4,296,110000,150000,0,0,0,0,27,0,0,27,0.0,0,3484,32~49평,11억,15억,,,,,,"3,484만",총 80세대 | 2개동 | 32~49평 | 2002년 준공,송파구,가락동,2025-09-12 02:21,동궁리치웰,서울 송파구 가락동,서울 송파구 가락동 동궁리치웰,서울 송파구 가락동 동궁리치웰,37.49366466626995,127.13225389396136,원본 키워드 검색,서울 송파구 가락동 동궁리치웰
가락동부센트레빌,2997,264,5,200111,141.91,170.81,299,194000,235000,0,0,0,0,28,0,0,28,0.0,0,4519,43~52평,"19억 4,000만","23억 5,000만",,,,,,"4,519만",총 264세대 | 5개동 | 43~52평 | 2001년 준공,송파구,가락동,2025-09-12 02:21,가락동부센트레빌,서울 송파구 가락동,서울 송파구 가락동 가락동부센트레빌,서울 송파구 가락동 가락동부센트레빌,37.49789096114102,127.11628902795366,원본 키워드 검색,서울 송파구 가락동 가락동부센트레빌
옥천재(도시형),135822,17,1,201310,16.8,51.65,199,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5~16평,,,,,,,,,총 17세대 | 1개동 | 5~16평 | 2013년 준공,송파구,가락동,2025-09-12 02:21,옥천재,서울 송파구 가락동,서울 송파구 가락동 옥천재,서울 송파구 가락동 옥천재(도시형),37.4965421665627,127.105729381413,기본 주소,서울 송파구 가락동
모던펠리스(도시형),138522,20,2,201708,36.68,65.07,199,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11~20평,,,,,,,,,총 20세대 | 2개동 | 11~20평 | 2017년 준공,송파구,가락동,2025-09-12 02:21,모던펠리스,서울 송파구 가락동,서울 송파구 가락동 모던펠리스,서울 송파구 가락동 모던펠리스(도시형),37.4965421665627,127.105729381413,기본 주소,서울 송파구 가락동
스타빌리지(도시형),135097,7,1,201904,40.75,81.06,193,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12~25평,,,,,,,,,총 7세대 | 1개동 | 12~25평 | 2019년 준공,송파구,가락동,2025-09-12 02:21,스타,서울 송파구 가락동,서울 송파구 가락동 스타,서울 송파구 가락동 스타빌리지(도시형),37.4937634801904,127.123367099713,정제된 키워드 검색,서울 송파구 가락동 스타
드림팰리스,119536,20,2,201606,65.84,65.85,198,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20평,,,,,,,,,총 20세대 | 2개동 | 20평 | 2016년 준공,송파구,가락동,2025-09-12 02:21,드림,서울 송파구 가락동,서울 송파구 가락동 드림,서울 송파구 가락동 드림팰리스,37.50124330578645,127.12873880767492,원본 키워드 검색,서울 송파구 가락동 드림팰리스
카나피아II,26888,14,1,200310,69.79,99.73,249,0,0,0,0,0,0,0,0,0,0,0.0,0,0,21~30평,,,,,,,,,총 14세대 | 1개동 | 21~30평 | 2003년 준공,송파구,가락동,2025-09-12 02:21,카나피아II,서울 송파구 가락동,서울 송파구 가락동 카나피아II,서울 송파구 가락동 카나피아II,37.4991474752247,127.124623320238,원본 키워드 검색,서울 송파구 가락동 카나피아II
가락쌍용스윗닷홈3차(105동),100636,52,1,200506,146.96,146.96,240,160000,160000,0,0,0,0,9,0,0,9,0.0,0,3599,44평,16억,16억,,,,,,"3,599만",총 52세대 | 1개동 | 44평 | 2005년 준공,송파구,가락동,2025-09-12 02:21,가락쌍용스윗닷홈3차,서울 송파구 가락동,서울 송파구 가락동 가락쌍용스윗닷홈3차,서울 송파구 가락동 가락쌍용스윗닷홈3차(105동),37.49836134836566,127.12246883576498,원본 키워드 검색,서울 송파구 가락동 가락쌍용스윗닷홈3차(105동)
동부주택브리앙뜨(63-8),102343,14,1,200309,58.01,128.85,259,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18~39평,,,,,,,,,총 14세대 | 1개동 | 18~39평 | 2003년 준공,송파구,가락동,2025-09-12 02:21,동부주택브리앙뜨,서울 송파구 가락동,서울 송파구 가락동 동부주택브리앙뜨,서울 송파구 가락동 동부주택브리앙뜨(63-8),37.485404711422824,127.12604662277805,정제된 키워드 검색,서울 송파구 가락동 동부주택브리앙뜨
동일씨티빌(주상복합),22688,18,1,200408,108.13,108.13,288,82000,89000,0,0,0,0,4,0,0,4,0.0,0,2507,33평,"8억 2,000만","8억 9,000만",,,,,,"2,507만",총 18세대 | 1개동 | 33평 | 2004년 준공,송파구,가락동,2025-09-12 02:21,동일씨티빌,서울 송파구 가락동,서울 송파구 가락동 동일씨티빌,서울 송파구 가락동 동일씨티빌(주상복합),37.49993565741333,127.12566052954372,원본 키워드 검색,서울 송파구 가락동 동일씨티빌(주상복합)
문정동궁리치웰(55-3),18373,36,2,200406,88.72,91.96,0,95000,113000,0,0,0,0,19,0,0,19,0.0,0,3540,27~28평,"9억 5,000만","11억 3,000만",,,,,,"3,540만",총 36세대 | 2개동 | 27~28평 | 2004년 준공,송파구,가락동,2025-09-12 02:21,문정동궁리치웰,서울 송파구 가락동,서울 송파구 가락동 문정동궁리치웰,서울 송파구 가락동 문정동궁리치웰(55-3),37.48677694158377,127.12262631099416,정제된 키워드 검색,서울 송파구 가락동 문정동궁리치웰
성해,104161,12,1,200303,86.79,86.79,299,85000,89000,0,0,0,0,2,0,0,2,0.0,0,3238,26평,"8억 5,000만","8억 9,000만",,,,,,"3,238만",총 12세대 | 1개동 | 26평 | 2003년 준공,송파구,가락동,2025-09-12 02:21,성해,서울 송파구 가락동,서울 송파구 가락동 성해,서울 송파구 가락동 성해,37.4901556968127,127.120899529588,원본 키워드 검색,서울 송파구 가락동 성해
진넥스베르디엠(주상복합),117595,49,1,201706,71.27,71.27,359,75000,85000,0,0,0,0,3,0,0,3,0.0,0,3479,22평,"7억 5,000만","8억 5,000만",,,,,,"3,479만",총 49세대 | 1개동 | 22평 | 2017년 준공,송파구,가락동,2025-09-12 02:21,진넥스베르디엠,서울 송파구 가락동,서울 송파구 가락동 진넥스베르디엠,서울 송파구 가락동 진넥스베르디엠(주상복합),37.497347645217644,127.13335279512935,원본 키워드 검색,서울 송파구 가락동 진넥스베르디엠(주상복합)
동궁리치웰2차,18374,12,1,200411,84.37,94.64,299,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26~29평,,,,,,,,,총 12세대 | 1개동 | 26~29평 | 2004년 준공,송파구,가락동,2025-09-12 02:21,동궁리치웰2차,서울 송파구 가락동,서울 송파구 가락동 동궁리치웰2차,서울 송파구 가락동 동궁리치웰2차,37.49658881181005,127.13431266316788,원본 키워드 검색,서울 송파구 가락동 동궁리치웰2차
송정,9731,17,1,200205,75.23,102.38,293,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23~31평,,,,,,,,,총 17세대 | 1개동 | 23~31평 | 2002년 준공,송파구,가락동,2025-09-12 02:21,송정,서울 송파구 가락동,서울 송파구 가락동 송정,서울 송파구 가락동 송정,37.4942844717427,127.120545456511,원본 키워드 검색,서울 송파구 가락동 송정
강남팰리스(주상복합),149568,25,1,202205,65.22,66.78,249,70800,72500,0,0,0,0,8,0,0,8,0.0,0,3589,20평,7억 800만,"7억 2,500만",,,,,,"3,589만",총 25세대 | 1개동 | 20평 | 2022년 준공,송파구,가락동,2025-09-12 02:21,강남,서울 송파구 가락동,서울 송파구 가락동 강남,서울 송파구 가락동 강남팰리스(주상복합),37.492998118901454,127.12461310215195,정제된 키워드 검색,서울 송파구 가락동 강남
송파파인타운1단지,100455,221,7,201001,106.04,106.64,143,139000,145000,0,0,0,0,73,0,0,73,0.0,0,4333,32평,"13억 9,000만","14억 5,000만",,,,,,"4,333만",총 221세대 | 7개동 | 32평 | 2010년 준공,송파구,가락동,2025-09-12 02:21,송파파인타운1단지,서울 송파구 가락동,서울 송파구 가락동 송파파인타운1단지,서울 송파구 가락동 송파파인타운1단지,37.486824935391745,127.13481077850604,원본 키워드 검색,서울 송파구 가락동 송파파인타운1단지
더샵송파루미스타,152624,179,4,202605,79.62,131.05,0,190000,215400,0,0,0,0,6,0,0,6,0.0,0,7889,24~40평,19억,"21억 5,400만",,,,,,"7,889만",총 179세대 | 4개동 | 24~40평 | 2026년 준공,송파구,가락동,2025-09-12 02:21,더샵송파루미스타,서울 송파구 가락동,서울 송파구 가락동 더샵송파루미스타,서울 송파구 가락동 더샵송파루미스타,37.499620279274,127.130667580843,원본 키워드 검색,서울 송파구 가락동 더샵송파루미스타
테라펠리체송파,143818,64,1,202108,41.65,62.14,359,58000,85000,47000,47000,20,20,113,9,3,125,81.0,11000,4604,13~19평,"5억 8,000만","8억 5,000만","4억 7,000만","4억 7,000만",20만,20만,"1억 1,000만","4,604만",총 64세대 | 1개동 | 13~19평 | 2021년 준공,송파구,가락동,2025-09-12 02:21,테라펠리체송파,서울 송파구 가락동,서울 송파구 가락동 테라펠리체송파,서울 송파구 가락동 테라펠리체송파,37.4977255221334,127.133835213909,원본 키워드 검색,서울 송파구 가락동 테라펠리체송파
